,index,full_name,club,age,league
2466,4841,Gabriel Airton de Souza,Rio Ave FC,21,Portuguese Primeira Liga
2467,4845,Jacob Murphy,Newcastle United,22,English Premier League
2468,4846,Carlos Filipe Fonseca Chaby,CF Os Belenenses,23,Portuguese Primeira Liga
2469,4850,Thibault Giresse,En Avant de Guingamp,36,French Ligue 1
2470,4851,Enric Saborit Teixidor,Athletic Club de Bilbao,25,Spanish Primera División
2471,4852,Farid Boulaya,Girona CF,24,Spanish Primera División
2472,4856,Pedro Miguel Cunha Sá,Portimonense SC,23,Portuguese Primeira Liga
2473,4858,Benjamin Leroy,Dijon FCO,28,French Ligue 1
2474,4860,Soner Aydo?du,Akhisar Belediyespor,26,Turkish Süper Lig
2475,4861,Mario Sampirisi,Crotone,24,Italian Serie A
2476,4865,Ádám Bogdán,Liverpool,29,English Premier League
2477,4867,Johan Mojica,Girona CF,24,Spanish Primera División
2478,4869,Igor Zubeldia Elorza,Real Sociedad,20,Spanish Primera División
2479,4874,Emir Kujovi?,Fortuna Düsseldorf,29,German 2. Bundesliga
2480,4876,Ahmet ?ahin,Kardemir Karabükspor,39,Turkish Süper Lig
2481,4879,Arne Feick,1. FC Heidenheim,29,German 2. Bundesliga
2482,4881,Vincent Rüfli,Dijon FCO,29,French Ligue 1
2483,4883,Jon Flanagan,Liverpool,24,English Premier League
2484,4884,Fabian Schnellhardt,MSV Duisburg,23,German 2. Bundesliga
2485,4888,Jon Bautista Orgilles,Real Sociedad,21,Spanish Primera División
2486,4890,Nikola Milenkovi?,Fiorentina,19,Italian Serie A
2487,4896,Gheorghe Grozav,Kardemir Karabükspor,26,Turkish Süper Lig
2488,4897,Tim Leibold,1. FC Nürnberg,23,German 2. Bundesliga
2489,4899,Strahil Popov,Kasimpa?a SK,26,Turkish Süper Lig
2490,4901,Loïck Landre,Genoa,25,Italian Serie A
2491,4902,Jeff Louis,SM Caen,24,French Ligue 1
2492,4906,Oualid El Hajjam,Amiens SC Football,26,French Ligue 1
2493,4915,Felix Platte,SV Darmstadt 98,21,German 2. Bundesliga
2494,4917,Marcel Gaus,FC Ingolstadt 04,27,German 2. Bundesliga
2495,4921,Sabri Sar?o?lu,Göztepe,32,Turkish Süper Lig
2496,4926,Serdar Dursun,SpVgg Greuther Fürth,25,German 2. Bundesliga
2497,4928,Jorge Fernando Barbosa Intima,Grupo Desportivo de Chaves,21,Portuguese Primeira Liga
2498,4932,Alfa Semedo Esteves,Moreirense FC,19,Portuguese Primeira Liga
2499,4936,Daichi Kamada,Eintracht Frankfurt,20,German Bundesliga
2500,4939,João Miguel Ribeiro Vigário,Vitória Guimarães,21,Portuguese Primeira Liga
2501,4949,Rani Khedira,FC Augsburg,23,German Bundesliga
2502,4952,Mehmet Batdal,?stanbul Ba?ak?ehir FK,31,Turkish Süper Lig
2503,4954,Matúš Bero,Trabzonspor,21,Turkish Süper Lig
2504,4955,Charlison Benschop,Hannover 96,27,German Bundesliga
2505,4961,Sam Baldock,Brighton & Hove Albion,28,English Premier League
2506,4963,Bruno Andrade Toledo Nascimento,CD Feirense,26,Portuguese Primeira Liga
2507,4965,Diallo Guidileye,Gençlerbirli?i SK,27,Turkish Süper Lig
2508,4966,Jakob Busk,1. FC Union Berlin,23,German 2. Bundesliga
2509,4969,Steve Breitkreuz,Eintracht Braunschweig,25,German 2. Bundesliga
2510,4970,Selim Ay,Atiker Konyaspor,25,Turkish Süper Lig
2511,4971,Alin To?ca,Real Betis Balompié,25,Spanish Primera División
2512,4974,Joshua John,Bursaspor,28,Turkish Süper Lig
2513,4983,Roman Bezjak,SV Darmstadt 98,28,German 2. Bundesliga
2514,4988,Jonathan Tinhan,ES Troyes AC,28,French Ligue 1
2515,4989,Ali Ahamada,Kayserispor,25,Turkish Süper Lig
2516,4990,Tokelo Rantie,Gençlerbirli?i SK,26,Turkish Süper Lig
2517,5002,Jherson Vergara,Milan,23,Italian Serie A
2518,5004,Borja Lasso De La Vega,Sevilla FC,23,Spanish Primera División
2519,5007,Federico Mattiello,Ferrara (SPAL),21,Italian Serie A
2520,5011,Rodrigo Cunha Pereira de Pinho,CS Marítimo,26,Portuguese Primeira Liga
2521,5013,Karl Darlow,Newcastle United,26,English Premier League
2522,5016,Daniele Verde,Hellas Verona,21,Italian Serie A
2523,5026,Sebastian Freis, SSV Jahn Regensburg,32,German 2. Bundesliga
2524,5027,Andrea Seculin,Chievo Verona,26,Italian Serie A
2525,5028,Stefan Kutschke,FC Ingolstadt 04,28,German 2. Bundesliga
2526,5032,Emiliano Martinez,Getafe CF,24,Spanish Primera División
2527,5034,Pierluigi Gollini,Atalanta,22,Italian Serie A
2528,5038,Danny Blum,Eintracht Frankfurt,26,German Bundesliga
2529,5039,Michael Hefele,Huddersfield Town,26,English Premier League
2530,5043,Issiar Dia,Evkur Yeni Malatyaspor,30,Turkish Süper Lig
2531,5049,Andrey Galabinov,Genoa,28,Italian Serie A
2532,5051,Luke Garbutt,Everton,24,English Premier League
2533,5056,Nick Pope,Burnley,25,English Premier League
2534,5057,Rui Filipe Caetano Moura,Boavista FC,24,Portuguese Primeira Liga
2535,5076,Nicolò Cherubin,Hellas Verona,30,Italian Serie A
2536,5081,Marco D'Alessandro,Benevento Calcio,26,Italian Serie A
2537,5082,Victor Andrade Santos,Estoril Praia,21,Portuguese Primeira Liga
2538,5084,Emre Mor,RC Celta de Vigo,19,Spanish Primera División
2539,5085,Adrian Stoian,Crotone,26,Italian Serie A
2540,5093,Joe Gomez,Liverpool,20,English Premier League
2541,5109,Robert Tesche,VfL Bochum,30,German 2. Bundesliga
2542,5110,Benjamin Bourigeaud,Stade Rennais FC,23,French Ligue 1
2543,5114,Isaac Mbenza,Montpellier Hérault SC,21,French Ligue 1
2544,5117,Dakonam Djené,Getafe CF,25,Spanish Primera División
2545,5124,Moryké Fofana,Atiker Konyaspor,25,Turkish Süper Lig
2546,5125,Théo Pellenard,Girondins de Bordeaux,23,French Ligue 1
2547,5127,Yazalde Gomes Pinto,Rio Ave FC,28,Portuguese Primeira Liga
2548,5137,Lorenzo Venuti,Benevento Calcio,22,Italian Serie A
2549,5138,Rui Pedro da Silva e Sousa,Boavista FC,19,Portuguese Primeira Liga
2550,5142,Maximiliano Olivera,Fiorentina,25,Italian Serie A
2551,5144,Manuel Jesús Vázquez Florido,Getafe CF,26,Spanish Primera División
2552,5145,Konrad Laimer,RB Leipzig,20,German Bundesliga
2553,5147,Oliver Burke,West Bromwich Albion,20,English Premier League
2554,5148,Ben Chilwell,Leicester City,20,English Premier League
2555,5158,Kevin Long,Burnley,26,English Premier League
2556,5166,António Filipe Norinho de Carvalho,Grupo Desportivo de Chaves,32,Portuguese Primeira Liga
2557,5168,Luís Carlos Ramos Martins,CS Marítimo,25,Portuguese Primeira Liga
2558,5170,Christian Kouakou,SM Caen,26,French Ligue 1
2559,5175,Francisco José Villalba Rodrigo,Valencia CF,19,Spanish Primera División
2560,5176,?smail Konuk,Bursaspor,29,Turkish Süper Lig
2561,5177,Arnold Bouka Moutou,Dijon FCO,28,French Ligue 1
2562,5181,Nicolas Viola,Benevento Calcio,27,Italian Serie A
2563,5185,Chadrac Akolo,VfB Stuttgart,22,German Bundesliga
2564,5186,Timo Perthel,VfL Bochum,28,German 2. Bundesliga
2565,5187,Jonathan Rivierez,FC Metz,28,French Ligue 1
2566,5190,Andraž Šporar,DSC Arminia Bielefeld,23,German 2. Bundesliga
2567,5200,Mustafa Yumlu,Akhisar Belediyespor,29,Turkish Süper Lig
2568,5204,Dany Nounkeu,Kardemir Karabükspor,31,Turkish Süper Lig
2569,5205,Nicola Murru,Sampdoria,22,Italian Serie A
2570,5209,Franco Zuculini,Hellas Verona,26,Italian Serie A
2571,5211,Willyan Da Silva Barbosa,Vitória Setúbal,23,Portuguese Primeira Liga
2572,5213,Iván Alejo Peralta,SD Eibar,22,Spanish Primera División
2573,5214,Julian Schuster,SC Freiburg,32,German Bundesliga
2574,5215,Abdoulaye Diallo,Stade Rennais FC,25,French Ligue 1
2575,5219,Bernd Nehrig,FC St. Pauli,30,German 2. Bundesliga
2576,5221,Rafael Czichos,Holstein Kiel,27,German 2. Bundesliga
2577,5228,Leonardo Capezzi,Sampdoria,22,Italian Serie A
2578,5235,Vasco André Moreira da Rocha,FC Paços de Ferreira,28,Portuguese Primeira Liga
2579,5237,Efecan Karaca,Alanyaspor,27,Turkish Süper Lig
2580,5238,Bartosz Salamon,Ferrara (SPAL),26,Italian Serie A
2581,5248,Johannes Wurtz,VfL Bochum,25,German 2. Bundesliga
2582,5250,Vincent Sasso,CF Os Belenenses,26,Portuguese Primeira Liga
2583,5254,Farès Bahlouli,LOSC Lille,22,French Ligue 1
2584,5257,Anthony Gonçalves,RC Strasbourg,31,French Ligue 1
2585,5258,Sergio Mora Sánchez,Getafe CF,37,Spanish Primera División
2586,5261,Stefan Lex,FC Ingolstadt 04,27,German 2. Bundesliga
2587,5264,Saîf-Eddine Khaoui,ES Troyes AC,22,French Ligue 1
2588,5266,Danny Ward,Liverpool,24,English Premier League
2589,5268,Davide Biondini,Sassuolo,34,Italian Serie A
2590,5271,Denis Linsmayer,SV Sandhausen,25,German 2. Bundesliga
2591,5274,Marco Hartmann,SG Dynamo Dresden,29,German 2. Bundesliga
2592,5275,Abdoul Sissoko,Akhisar Belediyespor,27,Turkish Süper Lig
2593,5281,Emmanuel Rivière,FC Metz,27,French Ligue 1
2594,5282,Paulo Gazzaniga,Tottenham Hotspur,25,English Premier League
2595,5287,Muammer Y?ld?r?m,Kayserispor,26,Turkish Süper Lig
2596,5289,Hugo André Rodrigues Seco,CD Feirense,29,Portuguese Primeira Liga
2597,5294,Ernest Ohemeng,Moreirense FC,21,Portuguese Primeira Liga
2598,5296,Nélson Macedo Monte,Rio Ave FC,21,Portuguese Primeira Liga
2599,5298,Óscar Melendo Jiménez,RCD Espanyol,19,Spanish Primera División
2600,5303,Mathias Wittek,1. FC Heidenheim,28,German 2. Bundesliga
2601,5306,Kubilay Kanats?zku?,Bursaspor,20,Turkish Süper Lig
2602,5309,Yekta Kurtulu?,Antalyaspor,31,Turkish Süper Lig
2603,5310,Ignacio Gil,Valencia CF,21,Spanish Primera División
2604,5314,Sadio Diallo,Evkur Yeni Malatyaspor,26,Turkish Süper Lig
2605,5315,David Texeira,Vitória Guimarães,26,Portuguese Primeira Liga
2606,5316,Tomáš Koubek,Stade Rennais FC,24,French Ligue 1
2607,5324,Cédric Yambéré,Dijon FCO,26,French Ligue 1
2608,5328,Stéphane Badji,Kayserispor,27,Turkish Süper Lig
2609,5331,Marcel Correia,1. FC Kaiserslautern,28,German 2. Bundesliga
2610,5332,Ibrahima Mbaye,Bologna,22,Italian Serie A
2611,5334,Óscar Scarione,Göztepe,31,Turkish Süper Lig
2612,5337,Abdoulaye Bamba,Angers SCO,27,French Ligue 1
2613,5344,Georgios Tzavellas,Alanyaspor,29,Turkish Süper Lig
2614,5347,Igor Bubnji?,Udinese,24,Italian Serie A
2615,5348,Fallou Diagne,FC Metz,27,French Ligue 1
2616,5353,Gervane Kastaneer,1. FC Kaiserslautern,21,German 2. Bundesliga
2617,5355,Adel Taarabt,Genoa,28,Italian Serie A
2618,5359,Pascal Köpke,FC Erzgebirge Aue,21,German 2. Bundesliga
2619,5362,Jules Iloki,FC Nantes,25,French Ligue 1
2620,5369,Diogo Filipe Guerreiro Viana,CF Os Belenenses,27,Portuguese Primeira Liga
2621,5370,Antonio Ramírez Martínez,Real Sociedad,30,Spanish Primera División
2622,5376,Faitout Maouassa,Stade Rennais FC,18,French Ligue 1
2623,5377,Saša Luki?,Levante UD,20,Spanish Primera División
2624,5378,Connor Goldson,Brighton & Hove Albion,24,English Premier League
2625,5381,Salim Khelifi,Eintracht Braunschweig,23,German 2. Bundesliga
2626,5386,Tiago Manuel Oliveira Mesquita,Boavista FC,26,Portuguese Primeira Liga
2627,5392,Gevorg Ghazaryan,CS Marítimo,29,Portuguese Primeira Liga
2628,5394,Philip Heise,SG Dynamo Dresden,26,German 2. Bundesliga
2629,5395,Gerard Gumbau Garriga,CD Leganés,22,Spanish Primera División
2630,5400,Ruben Loftus-Cheek,Crystal Palace,21,English Premier League
2631,5403,Kévin Bérigaud,Montpellier Hérault SC,29,French Ligue 1
2632,5408,Abdullah Durak,Kasimpa?a SK,30,Turkish Süper Lig
2633,5410,Abdul Khalili,Gençlerbirli?i SK,25,Turkish Süper Lig
2634,5412,Cédric Varrault,Dijon FCO,37,French Ligue 1
2635,5415,Ibrahim Sangaré,Toulouse FC,19,French Ligue 1
2636,5417,Adrián Ortolá Vaño,FC Barcelona,23,Spanish Primera División
2637,5424,Rafael Navarro Mazuelos,Real Betis Balompié,23,Spanish Primera División
2638,5425,Pedro Manuel da Silva Moreira,Rio Ave FC,28,Portuguese Primeira Liga
2639,5427,Quirin Moll,Eintracht Braunschweig,26,German 2. Bundesliga
2640,5430,Emre Ta?demir,Bursaspor,21,Turkish Süper Lig
2641,5432,Johannes Flum,FC St. Pauli,29,German 2. Bundesliga
2642,5434,Bogdan Lobon?,Roma,39,Italian Serie A
2643,5437,Filip Manojlovi?,Getafe CF,21,Spanish Primera División
2644,5446,Ante Budimir,Crotone,25,Italian Serie A
2645,5449,Markus Steinhöfer,SV Darmstadt 98,31,German 2. Bundesliga
2646,5453,Florin Gardo?,Southampton,28,English Premier League
2647,5454,Mariusz St?pi?ski,Chievo Verona,22,Italian Serie A
2648,5455,Assane Gnoukouri,Inter,20,Italian Serie A
2649,5458,Andreas Voglsammer,DSC Arminia Bielefeld,25,German 2. Bundesliga
2650,5466,Allano Brendon de Souza Lima,Estoril Praia,22,Portuguese Primeira Liga
2651,5472,Alberto Brignoli,Benevento Calcio,25,Italian Serie A
2652,5473,Samuel Bastien,Chievo Verona,20,Italian Serie A
2653,5477,Ricardo Jorge Rodrigues Pessoa,Portimonense SC,35,Portuguese Primeira Liga
2654,5478,Julian Pollersbeck,Hamburger SV,22,German Bundesliga
2655,5481,Edgar Salli,1. FC Nürnberg,24,German 2. Bundesliga
2656,5483,Salih Dursun,Antalyaspor,25,Turkish Süper Lig
2657,5487,Bingourou Kamara,RC Strasbourg,20,French Ligue 1
2658,5488,William Rémy,Montpellier Hérault SC,26,French Ligue 1
2659,5489,Lukas Schmitz,Fortuna Düsseldorf,28,German 2. Bundesliga
2660,5491,João Carlos Reis Graça,Tondela,27,Portuguese Primeira Liga
2661,5492,Robert Strauß,1. FC Heidenheim,30,German 2. Bundesliga
2662,5494,Jasmin Fejzi?,Eintracht Braunschweig,31,German 2. Bundesliga
2663,5498,Loret Sadiku,Kasimpa?a SK,25,Turkish Süper Lig
2664,5510,Yves Bissouma,LOSC Lille,20,French Ligue 1
2665,5511,Jay Fulton,Swansea City,23,English Premier League
2666,5517,Claud Adjapong,Sassuolo,19,Italian Serie A
2667,5522,Kevin Kraus,1. FC Heidenheim,24,German 2. Bundesliga
2668,5532,Khaled Adenon,Amiens SC Football,31,French Ligue 1
2669,5533,André Micael Pereira,Moreirense FC,28,Portuguese Primeira Liga
2670,5536,Marco Davide Faraoni,Crotone,25,Italian Serie A
2671,5537,Axel Ngando,Göztepe,23,Turkish Süper Lig
2672,5545,Tobias Werner,1. FC Nürnberg,31,German 2. Bundesliga
2673,5548,Daniel Giménez Hernández,Real Betis Balompié,33,Spanish Primera División
2674,5549,Aleix García Serrano,Girona CF,20,Spanish Primera División
2675,5550,Higor Inácio Platiny Rodrigues,Grupo Desportivo de Chaves,26,Portuguese Primeira Liga
2676,5551,Ricardo Martins de Araújo,Göztepe,30,Turkish Süper Lig
2677,5552,Denis Petri?,En Avant de Guingamp,29,French Ligue 1
2678,5553,Rene Krhin,FC Nantes,27,French Ligue 1
2679,5563,Rodrigo Bentancur,Juventus,20,Italian Serie A
2680,5567,Kevin Stöger,VfL Bochum,23,German 2. Bundesliga
2681,5569,Robin Gosens,Atalanta,22,Italian Serie A
2682,5579,Deniz Y?lmaz,Bursaspor,29,Turkish Süper Lig
2683,5590,Josip Brekalo,VfB Stuttgart,19,German Bundesliga
2684,5597,Matheus Pereira da Silva,Girondins de Bordeaux,19,French Ligue 1
2685,5599,Sven Schipplock,Hamburger SV,28,German Bundesliga
2686,5609,Florian Ballas,SG Dynamo Dresden,24,German 2. Bundesliga
2687,5610,Jamie Murphy,Brighton & Hove Albion,27,English Premier League
2688,5612,Lebogang Phiri,En Avant de Guingamp,22,French Ligue 1
2689,5617,Luca Garritano,Chievo Verona,23,Italian Serie A
2690,5618,Fabián Ruíz Peña,Real Betis Balompié,21,Spanish Primera División
2691,5620,Niccolò Giannetti,Cagliari,26,Italian Serie A
2692,5622,Domi Kumbela,Eintracht Braunschweig,33,German 2. Bundesliga
2693,5631,Massadio Haïdara,Newcastle United,24,English Premier League
2694,5635,Vitaliy Dyakov,Medicana Sivasspor,28,Turkish Süper Lig
2695,5651,Óscar Francisco García Quintela,RC Deportivo de La Coruña,21,Spanish Primera División
2696,5660,Alejandro Mula Sánchez,Málaga CF,20,Spanish Primera División
2697,5669,Rubén Sobrino Pozuelo,Deportivo Alavés,25,Spanish Primera División
2698,5671,Flávio da Silva Ramos,CD Feirense,23,Portuguese Primeira Liga
2699,5677,Luka Jovi?,Eintracht Frankfurt,19,German Bundesliga
2700,5681,Filipe Joaquim Melo Silva,Grupo Desportivo de Chaves,27,Portuguese Primeira Liga
2701,5682,Enrique Sola Clemente,Athletic Club de Bilbao,31,Spanish Primera División
2702,5685,Arsénio Martins Lafuente Nunes,Moreirense FC,27,Portuguese Primeira Liga
2703,5687,Bruno Viana Willemen Da Silva,SC Braga,22,Portuguese Primeira Liga
2704,5689,Cristóbal Jorquera,Bursaspor,28,Turkish Süper Lig
2705,5696,Arnaud Lusamba,OGC Nice,20,French Ligue 1
2706,5698,Fernando H. Boldrin,Kayserispor,28,Turkish Süper Lig
2707,5700,Tobias Kempe,SV Darmstadt 98,28,German 2. Bundesliga
2708,5728,Kermit Erasmus,Stade Rennais FC,26,French Ligue 1
2709,5733,Cristiano Lombardi,Benevento Calcio,21,Italian Serie A
2710,5739,Kamil Ahmet Çörekçi,Trabzonspor,25,Turkish Süper Lig
2711,5743,Edimilson Fernandes,West Ham United,21,English Premier League
2712,5748,Luiz Phellype Luciano Silva,FC Paços de Ferreira,23,Portuguese Primeira Liga
2713,5751,Volkan F?nd?kl?,Atiker Konyaspor,26,Turkish Süper Lig
2714,5754,Jordon Mutch,Crystal Palace,25,English Premier League
2715,5756,Ewandro Felipe de Lima Costa,Udinese,21,Italian Serie A
2716,5758,Gerrit Holtmann,1. FSV Mainz 05,22,German Bundesliga
2717,5760,Milan Luka?,Akhisar Belediyespor,31,Turkish Süper Lig
2718,5766,Lebogang Manyama,Atiker Konyaspor,26,Turkish Süper Lig
2719,5767,Ryan Kent,SC Freiburg,20,German Bundesliga
2720,5778,Bruno Vinícius Souza Ramos,Portimonense SC,20,Portuguese Primeira Liga
2721,5781,Saidy Janko,AS Saint-Étienne,21,French Ligue 1
2722,5782,Cameron Brannagan,Liverpool,21,English Premier League
2723,5783,Samuel Eduok,Kasimpa?a SK,23,Turkish Süper Lig
2724,5790,Philipp Hofmann,SpVgg Greuther Fürth,24,German 2. Bundesliga
2725,5792,Edson Rodrigues Farias,CD Feirense,25,Portuguese Primeira Liga
2726,5805,Seybou Koita,Amiens SC Football,23,French Ligue 1
2727,5808,Petar Filipovi?,Atiker Konyaspor,26,Turkish Süper Lig
2728,5809,Patricio Gabarrón Gil,Lazio,24,Italian Serie A
2729,5813,Immanuel Höhn,SV Darmstadt 98,25,German 2. Bundesliga
2730,5816,Matthieu Dreyer,SM Caen,28,French Ligue 1
2731,5827,Dennis Daube,1. FC Union Berlin,27,German 2. Bundesliga
2732,5832,Marco Silvestri,Hellas Verona,26,Italian Serie A
2733,5838,Sören Gonther,SG Dynamo Dresden,30,German 2. Bundesliga
2734,5847,Oliver Fink,Fortuna Düsseldorf,35,German 2. Bundesliga
2735,5849,Juan Tomás Ortuño Martínez,CF Os Belenenses,25,Portuguese Primeira Liga
2736,5853,Florent Hanin,CF Os Belenenses,27,Portuguese Primeira Liga
2737,5854,Saliou Ciss,Angers SCO,28,French Ligue 1
2738,5857,Onel Hernández,Eintracht Braunschweig,24,German 2. Bundesliga
2739,5859,Yoann Salmier,RC Strasbourg,24,French Ligue 1
2740,5861,Mikael Ishak,1. FC Nürnberg,24,German 2. Bundesliga
2741,5865,Luis Ibáñez,Kardemir Karabükspor,28,Turkish Süper Lig
2742,5868,Niko Gießelmann,Fortuna Düsseldorf,25,German 2. Bundesliga
2743,5869,Matt Targett,Southampton,21,English Premier League
2744,5876,Brandon Thomas Llamas,Stade Rennais FC,22,French Ligue 1
2745,5877,Ivan Vargi?,Lazio,30,Italian Serie A
2746,5888,Pierre Sagna,Moreirense FC,26,Portuguese Primeira Liga
2747,5891,Mathieu Gorgelin,Olympique Lyonnais,26,French Ligue 1
2748,5893,Marvin Schwäbe,SG Dynamo Dresden,22,German 2. Bundesliga
2749,5897,Stéphane Sparagna,Boavista FC,22,Portuguese Primeira Liga
2750,5902,Erick Cabaco,Levante UD,22,Spanish Primera División
2751,5910,Petar Škuleti?,Gençlerbirli?i SK,27,Turkish Süper Lig
2752,5912,Shani Tarashaj,Everton,22,English Premier League
2753,5920,Emil Berggreen,1. FSV Mainz 05,24,German Bundesliga
2754,5924,Raïs M'Bolhi,Stade Rennais FC,31,French Ligue 1
2755,5927,Georg Teigl,FC Augsburg,26,German Bundesliga
2756,5938,Suleiman Abdullahi,Eintracht Braunschweig,20,German 2. Bundesliga
2757,5944,Matthias Zimmermann,VfB Stuttgart,25,German Bundesliga
2758,5948,Marcel Sobottka,Fortuna Düsseldorf,23,German 2. Bundesliga
2759,5949,Robin Bormuth,Fortuna Düsseldorf,21,German 2. Bundesliga
2760,5951,Bruno Martella,Crotone,24,Italian Serie A
2761,5958,U?ur Uçar,?stanbul Ba?ak?ehir FK,30,Turkish Süper Lig
2762,5971,Seung Woo Lee,Hellas Verona,19,Italian Serie A
2763,5974,Christophe Hérelle,ES Troyes AC,24,French Ligue 1
2764,5977,Wagner Andrade Borges,Tondela,30,Portuguese Primeira Liga
2765,5982,Vanja Milinkovi?-Savi?,Torino,20,Italian Serie A
2766,5991,Joseph Baffo,Eintracht Braunschweig,24,German 2. Bundesliga
2767,5998,Andrea Cossu,Cagliari,37,Italian Serie A
2768,6006,Petar Grbi?,Akhisar Belediyespor,28,Turkish Süper Lig
2769,6013,Michael Langer,FC Schalke 04,32,German Bundesliga
2770,6014,Mário Jorge Quintas Felgueiras,FC Paços de Ferreira,30,Portuguese Primeira Liga
2771,6016,Facundo Píriz,Montpellier Hérault SC,27,French Ligue 1
2772,6022,Pedro José da Silva Trigueira,Vitória Setúbal,29,Portuguese Primeira Liga
2773,6024,Patrick Schönfeld,Eintracht Braunschweig,28,German 2. Bundesliga
2774,6026,Tim Kleindienst,SC Freiburg,21,German Bundesliga
2775,6037,Stefan Kulovits,SV Sandhausen,34,German 2. Bundesliga
2776,6039,Brian Behrendt,DSC Arminia Bielefeld,25,German 2. Bundesliga
2777,6043,Julian Schauerte,Fortuna Düsseldorf,29,German 2. Bundesliga
2778,6053,Riccardo Orsolini,Atalanta,20,Italian Serie A
2779,6059,Anastasios Karamanos,Rio Ave FC,26,Portuguese Primeira Liga
2780,6060,Hélder José Castro Ferreira,Vitória Guimarães,20,Portuguese Primeira Liga
2781,6064,Michele Cremonesi,Ferrara (SPAL),29,Italian Serie A
